هوذاك هاناك، قبال مكتب المعلومات السياحيه بالضبط.	هناك ، أمام بيانات السائح تماما .
ماقد سمعتش ابدا بهذا العنوان هانا.	لم اسمع بهذا العنوان من قبل بالقرب من هنا .
امشي طوالي لوما تبسر صيدليه.	استمر في السير في هذا الطريق حتى تجد صيدلية .
بكم هو الصبوح؟	كم تكلفة الإفطار ؟
كيف اقدر اساعدك؟	كيف أستطيع مساعدتك ؟
اخطى يسار عند الركن الثالث.	اتجه يسارا عند الناصية الثالثة .
تشتي كريمه وسكر في القهوة؟	هل تحب أن تضع قشدة وسكر في قهوتك ؟
اين هو الكافيه؟	أين المقهى ؟
أشتي سترة أطفالي.	أريد جاكيت للأطفال .
تمام. يكلف خمسه وثمانين سنت للبريد العادي و ثلاثه دولار بالضبط زياده للتوصيل الخاص.	حسنا . إنها تتكلف خمسة وثمانون دولارا في البريد العادي وثلاثة دولارات في التوصيل الخاص .
هل شا اواجه مشاكل مع الجمارك؟	هل لديك أحذية حريمي عند أصابع القدم ؟
لا. ممكن اقترح عليك غرفة مزدوجة ل استخدام فرد بدله؟ عندنا واحدة.	لا ، هل لي أن أقترح أخذ غرفة ذات سريرين للاستخدام الفردي ؟ فنحن لدينا واحدة .
اشتي تجعيد قوي، لو سمحت.	أريد تمويج متقارب لشعري ، من فضلك .
هي تشتي بيره.	هي تريد بيرة .
صباح الخير. كيف حالك؟	صباح الخير . كيف حالك .
أسف مضطر اطلب منك تبرز اي شي يثيت هويتك.	أسف أنني بحاجة إلى أن أطلع على أي مستند لتحديد الهوية .
ما هو نوع الصوص؟	أي نوع من الملابس ؟
أنا بخير. لكن ممكن تتصل لصاحبي؟	أنا بحالة جدية ، لكن هل تمانع في الاتصال بصديق ؟
من هو أعز أصحابك؟	من هو أفضل صديق لك ؟
يوم الصحة والرياضه عشره اكتوبر هو اجازه وطنيه عملوها عسب يشجعو الناس يهتمو بصحتهم.	يوم الصحة الرياضية هو يوم العاشر من أكتوبر وهو إجازة قومية الغرض منها تحسين صحة المواطنين .
عتقدر تساعدني القى شنطتي؟	هل لك أن تساعدني في الوصول إلى حقيبتي ؟
به احد بيساعدني. شكرا.	تقدم إلىّ المساعدة ، شكراً لك .
لوما قدك هناك، اسال احد ثاني، لو سمحت.	عندما تصل هناك أسأل شخص آخر ، من فضلك .
هولا اثنين دولار. خلي الباقي.	تفضل هذان دولاران . احتفظ بالباقي .
كم ب تشل على العمليه؟	كم تتقاضى لتطبيع صور الفيلم ؟
احنا الأثنين نشتي ندفع حق وجباتنا.	كلا منا يريد أن يحاسب على وجبته .
الموقع كان فوق كرسي في اللوبي.	المكان كان على كرسي في البهو .
اشتي قاموس جيب، لو سمحت.	أريد قاموس جيب ، من فضلك .
لشخصين الساعه سبع. الاسم هو وطنابي.	لشخصين عند الساعة السابعة , الاسم وتاناب .
ساعتي. كانت سايكو رقميه.	ساعتي . كانت ساعة سيكو رقمية .
أين محل الهدايا؟	أين محل الهدايا ؟
ممكن منبه، لو سمحت.	أريد منبه ، من فضلك .
معظم اليابانيين ياكلو اخطبوط و حبار.	معظم اليابانيين يأكلون الأخطبوط والحبار .
ممكن تقطع تذكرتين درجه ثانيه ل شيكاغو، لو سمحت؟	هل يمكنني الحصول على تذكرتين درجة ثانية لشيكاغوا , من فضلك ؟
ماهو رقم الرحله؟	ما هو رقم الرحلة الجوية ؟
لحوالي ايام قليله.	لعدة أيام قليلة .
الثاني على اليسار.	الثاني من على اليسار .
هذا مكتب الاستقبال؟ به هانا عياده قريبه؟	هل هذا مكتب الاستقبال ؟ هل يوجد عيادة قريبة ؟
هذا طعمه غريب.	أنه ذو مذاق غريب .
أيوة. راعي، شا ادي لك واحده.	نعم . انتظر , سوف احضر لك واحدة .
نص القاروره، لو سمحت.	نصف زجاجة , من فضلك .
أنت بتدور على حاجه؟	هل تبحث عن شيء ما ؟
أربع ليالي.	أربع ليالي .
أشتي شويه شرابات.	أريد بعض الجوارب الرجالي .
ممكن ترخصه لأنه به شويه بقع؟	هل تستطيع أن تخفض سعرها لوجود بعض البقع بها ؟
رجال صدمني. وبعدها ركزت انه محفظتي أختفت.	ارتطم بي شخص وبعد ذلك اكتشفت أن محفظتي قد سرقت .
مش أنا متأكد اذا انا وكفت ملابس لرحله ثلاث أسابيع.	أنا غير متأكد إذا كنت قد حزمت ملابس كافية لرحلة مدتها ثلاثة أيام .
اذا احد سأل عليا، قلهم ان انا شا اكون في الكافيه.	إذا سأل أحد عني فأخبره بأني سوف أكون بالمقهى .
أنا متأكد انه كان في الجيب الداخلي في الكوت حقي.	أنا متأكد أني وضعتها بالجيب الداخلي للمعطف .
عتدفع لي شركه الطيران لشروة احتياجاتي الشخصية؟	هل ستدفع لي شركة الطيران لشراء بعض الاحتياجات الشخصية الأساسية ؟
أشتي غرفة مع حمام.	أرغب في غرفة بحمام .
به واحد فتح حقي الطرد.	شخص ما فتح الطرد الخاص بي .
أحتاج اشتري شامبو.	أرغب في شراء شامبو .
ممكن تقول لي لوما نوصل مركز سيفيك؟	هل بإمكانك أن تخبرين متى نصل إلى مجمع الخدمات العامة .
أين هو أقرب جزار؟	ـ أين أقرب محل جزارة ؟
أشتي اجلس لمده اربع ليالي من أول أغسطس.	نرغب في أن نقيم أربع ليالي بدءاً من أول أغسطس .
ما أسم هذيك الورده؟	ما اسم هذه الوردة ؟
خمسطاعش سبتمبر هو يوم احترام المسنين.	الخامس عشر من سبتمبر يوم احترام المسنين .
ممكن تغير الصياغه للذي عادك قلتهن؟	هل يمكنك أن تغير الصياغة طبقاً لما قلته للتو ؟
ممكن تتحاكى بصوت اعلى شويه، لو سمحت؟	لا أستطيع أن أفعل ذلك , لكني سوف أضعها في الحقيبة لك .
كم عيشل وقت قبل ما يخرج؟	كم تستغرق حتى تصبح متاحة .
أين هن معلومات الرياضة؟	أين الاستعلامات الرياضية ؟
هذا المقاس، اللي انتو تسموة مقاس عادي، يفي بالغرض.	هذا المقاس ، الذي تسميه المقاس العادي ، سوف تجده هنا .
متى اغير القطار عسب اوصل ايدنبره؟	من أي مكان يمكنني أن أغير القطار الذي يوصلني إلى إدنبره ؟
أشتي اطرح هذا بصندوق امانات.	أود أن أضع ذلك في صندوق ودائع آمن .
أين شا اقدر اصرف زلطي؟	أين يمكنني تغير نقودي ؟
بين اتساءل حق ماهي القيمه اللي بالفاتوره.	أتساءل عن هذه الرسوم الزائدة على فاتورتي .
أنا شا ادفع خمسين دولار.	أنا سوف أدفع خمسون دولاراً .
الان انا داري ما كان الغلط.	الآن أعرف . ماذا كان الخطأ . ؟
كم اقدر اشل اوقيه عطر من غير جمركه؟	كم أوقية من العطر أستطيع الحصول عليه من غير رسوم ؟
فقط سياحه.	فقط سياحة .
هذا تمام، لو سمحت وقعهن. كيف تشتيه يوقع؟	هذا جيد , من فضلك وقع عليهم . كيف تريدها ؟
اشتي واحده كبيره.	أود الحصول على واحدة كبيرة .
أنا مصور مستقل.	أنا مصور حر .
التجار يقدرو يبدلو لك الدولارات؟	يستطيع الصرافون أن يغيروا دولاراتك من أجل بقشيش الكازينو . هل نذهب ؟
انا معي لك الطلب الاسبوع الجاي.	سوف أحضر لك العرض الأسبوع القادم .
انا لازم اخطى. شا اتصل بك بعدين.	علىّ أن أذهب ، سأتصل بك لاحقاً .
أشتي شويه حفاظات.	أريد بعض الحفاضات التى يمكن التخلص منها بعد الاستعمال .
اين كانين بينشأين اسماك الفراشة؟	أين نشأت سمكات الفراش هذه ؟
ممكن تصرفهم لي دولارات، لو سمحت؟	هل لك أن تغيرهم إلى دولارات من فضلك ؟
احنا محظوظين. معاهم قطعه واحده مقاس اربعه في محل الاا موانا.	نحن محظوظون جداً . لديهم واحدة مقاس أربعة فى متجر ألامونا .
أفضل غرفة هادئه.	أُفضلُ حجرة هادئة .
أشتي شويه مزيل طلاء الاظافر.	أريد مزيلا لطلاء الأظافر .
أشتي بطاريه.	أريد بطارية .
هذه الشنطه مناسبه لكل الاجواء؟	هل هذه الحقيبة مناسبة لكل حالات الطقس ؟
أشتي استاجر سيارة توماتيك ل يومين.	أريد تأجير سلاح آلى لمدة يومين .
فاتتني رحلة عشرين حق سان فرانسيسكو.	لم أدرك الرحلة رقم عشرون المتجهة إلى سان فرانسيسكو .
بكم للمطار؟	كم سأدفع للوصول إلى المطار ؟
هذا تمام. ايحين هو؟	هذا جيد . متى هو ؟
كم عمر بنتك؟	كم عمر ابنتك ؟
عتقل لي على بعض الفنادق الرخاص والنظاف؟	هل يمكن أن تدلني على بعض الفنادق الرخيصة والنظيفة ؟
عنقدر نحجز لك غرفه مريحه في قلعه قديمه قريب من ملعب جولف مشهور.	يمكننا ان نحجز لك غرفة مريحة في قلعة قديمة بالقرب من نادي جولف شهير .
انا انصحك ب هذا لانه معمول ميه بالميه من مكونات طبيعيه.	ارشح ذلك لأنه مائة في المائة مصنوع من مكونات طبيعية .
ممكن تقل لي اين اقدر القى سياره اجره؟	هل من الممكن أن تخبرني أين أستطيع أن أحصل على تاكسي ؟
تذكرتين درجه ثانيه، لو سمحت.	تذكرتين درجة ثانية من فضلك .
أشتي ارسل فاكس.	أود أن أرسل فاكس .
اشتي كاويه سفري.	أريد مكواة سفر .
أقدر اقدم لك أي شي؟	أيمكنني أن أقدم لك أي شيء ؟
اشتي واحد الذي يسع حجم الورق الطبيعي للرسايل بدون ما يتعطفين.	أريد الشخص الذي يعد وثائق عادية في حجم ورقة الخطاب بدون الحاجة إلى طيهم .
أنا اتحسس من القطط.	أنا شديد الحساسية للقطط .
ايوة، ضروري يكون معك رخصه قياده و، ااه، ضروري يكون معك ترخيص من لجنه تاكسي وليموزين.	نعم , لا بد أن يكون عندك رخصة قيادة ، ولا بد أن تحصل على رخصة من لجنة التاكسي والليموزين .
اتفضل، سيدي.	استمر يا سيدي .
تشتي تجي تتسوق معي بعد الظهر؟	هل تريد أن تذهب للتسوق معي بعد الظهر ؟
الان، اتصالك بدا. لو سمحت اتفضل.	الآن ، مكالمتك ردت . تفضل من فضلك .
ما هو التذكار النموذجي ل هاواي؟	ما التذكار الخاص بهاواي ؟
أقدر اسير لاهاناك بمترو؟	أيمكنني أن أذهب هناك بمترو الأنفاق ؟
أشتي مجفف شعر.	أريد مجفف .
عنقدر نوصل اي بقعه واحنا بنتحاكى هكذا؟	هل نذهب إلى أي مكان متحدثين مثل ذلك ؟
بالتأكيد. خليني ابسره. انت اوتجعت بالمرجان، اعتقد.	بالتأكيد . دعني أراها . أظن أن المرجان جرحك .
به طريق سريع؟	هل هناك طريق حر ؟
أسف، شليت الرقم الغلط.	آسف , لقد اتصلت بالرقم الخطأ .
اقدر القى تذكرتين للمسرحيه الموسيقيه للجمعه الجايه؟	هل أستطيع أن الحصول علي تذكرتان للمسرحية الغنائية الجمعة القادمة .
أقدر امدد جلستي؟	هل أستطيع تمديد إقامتي ؟
ممكن تقول لي لمن تلتقي الشنطه الضايعه؟	هل من الممكن أن تخبرني عندما تعقروا علي الحقيبة الضائعة ؟
ما بيسمو الحديقة الوطنية؟	ما اسم هذه المحمية ؟
ممكن شويه فواكه؟	هل من الممكن أن احصل علي بعض الفاكهة ؟
اقدر اتغدى الان؟	هل أستطيع تناول غذائي الآن ؟
اشتي اصرف هولا الدولارات.	أريد أن أستبدل تلك الدولارات .
مش هي تفاحه لكن هي فرسك.	هذه ليست تفاحة ولكنها خوخة .
شا ادي لك رشده. شلها للصيدليه.	سوف أعطيك روشتة . خذها إلى الصيدلية .
معانا رحلات ثلاث مرات بالاسبوع، الثلوث، الجمعه، و السبت.	نسافر جواً ثلاث مرات في الأسبوع ، أيام الثلاثاء والجمعة والسبت .
ايوة، معانا هذا. احنا عنجهزه لك الان.	نعم لدينا هذا ، سوف نجهزها لك .
انت امريكي؟	هل أنت أمريكي ؟
سيارتي موقفه.	لقد تعطلت سيارتي .
أين هو ظل العيون؟	أين مظلل العيون ؟
نشتي زووه هادئه، اذا امكن.	نريد ركناً هادئاً ، إن أمكن .
ذيه التاكسي فاضي؟	هل هذه السيارة الأجرة متاحة ؟
هذه محطة اكسبريس؟	هل هذه محطة قطار سريع ؟
اوه. اقدر أتغدى بعدين؟ ما بين احسش ان انا بخير الان.	آه . هل يمكنني الحصول على وجبتي فيما بعد ؟ أنا أشعر أنني لست على ما يرام الآن .
في الواقع، معي لكم خبر. قد انا شا اتزوج.	بالفعل لدي أخبار . أنا سأتزوج .
واحد اقتحم غرفتي ليله امس.	اقتحمت غرفتي الليلة الماضية .
ابسر التعليمات اللي فوق غلاف الاكل المفرغ من الهواء.	انظر التعليمات على علبة الطعام الفارغة .
مابش معك دروس تجريبيه؟	أليس لديك دروس تجريبية ؟
من اين اقدر اشتري طوابع البريد؟	أين يمكنني أن أشتري طوابع بريد ؟
انا من بريطانيا العظمى.	أنا من بريطانيا العظمى .
لازم اسال مرتي على هذا.	علي أن أفحص ذلك مع زوجتي .
اشتي ترجع لي الزلط حق هذا.	أريد أن أحصل على تعويض لذلك .
به هناك كبينه اتصالات قبال البنك ذياك.	يوجد صندوق للهاتف أمام هذا المصرف .
انا شا اوصل على تسعه مارس وارح لي على اربعطعش.	سأصل في التاسع من مارس وأغادر في الرابع عشر .
معك البقيه؟	هل لديك كعب ؟
اين هي محطه الباص؟	أين المحطة النهائية للحافلة ؟
بيعجبك الحالي؟	هل تريد بالحلويات ؟
انت تتكلم؟	هل تتحدث ؟
نفس الشي لي، لو سمحت.	الشيء نفسه لي ، من فضلك .
طلبي ماقد وصلش.	طلبي لم يأت .
به ينابيع حاميه ملان.	هناك الكثير من الينابيع الحارة .
لو سمحت اصرف خمسين الف ين ل دولار امريكي.	من فضلك غير خمسين آلاف ين إلى دولارات أمريكية .
هذا عادي عندي. اصلا اشتي اشقر.	هذا حسن بالنسبة لي . في الواقع أحب أن أدخن .
اشتي قلص نبيذ احمر.	أريد كوباً من الخمر الأحمر .
الا اذا هو حقك، يا سيدي. ههههه، هي الا نكته.	فقط إذا كانت ملكك ، سيدي . هاها ، مزحة صغيرة .
طبعا. كيف اقدر اخدمك؟	بالتأكيد . كيف يمكننا خدمتك ؟
البطاقة. ها، صح. الجواز ينفع؟	تحقيق شخصية . آه ، هل جواز السفر ينفع ؟
شا ابسر اذا اي واحد من هولا عيضبط.	سأرى ما إذا كان أي منها يناسبني .
اشتي كتلي.	أريد غلاية .
ممكن تخليه يرجع يتصل بي؟	هل لك أن تطلب منه أن يعاود الاتصال بي ؟
طيب ليش؟	لماذا إذاً ؟
عفوا. به مكتبه قريبه من هانا؟	عذراً . هل يوجد محل كتب قريب من هنا ؟
الباص هاناك.	الحافلة هناك .
اشتي لفتين من ايزو ميه، فلم ملون، وسته وثلاثين لقطه، لو سمحت.	أريد لفتان من ISO مائة ، فيلم ملون ، ستة وثلاثين لقطة ، من فضلك .
اشتي اصرف هذا الشيك ب سبعين دولار.	أود أن أصرف هذا الشيك بسبعين دولاراً .
اشتي اشتري طوابع لعشره بطاقات بريديه لليابان، لو سمحت.	أود أن أشتري طوابع لعشرة بطاقات بريدية إلى اليابان ، من فضلك .
به اي بنك قريب من المحطه؟	هل توجد مصارف بالقرب من المحطة ؟
انا خايف او هذه غلطه بالفاتوره.	أخشى أن يكون هناك خطأ في الفاتورة .
واحد برجر بالجبنه، لو سمحت.	واحد شيزبرجر لكي أذهب ، من فضلك .
اجري.	أجري .
عتقدر تسلفني كيبل معزز؟	هل يمكن أن تقرضني سلك إمداد ؟
اديلي ذيك لحم الخنزير، بس مش ثخين مثل هذاك*.	أعطني قطعة لحم الخنزير هذه ، ولكن ليس بسمك تلك .
احنا عنجي على سبع.	سنأتي في السابعة .
ايسكريم بالفانيليا ابو بسكت، لو سمحت.	مخروط من الأيس كريم الفانيليا ، من فضلك .
أنا معك. قدوة الان طبيعي قوي.	أوافق . يجب أن تصبح طبيعية جداً .
اوبه من الحفره، اوبه من الحفره، وبعدين قريب من الابواب، لو سمحت.	لاحظ الفجوة ، لاحظ الفجوة ، ثم قرب الأبواب ، من فضلك .
شا احتاج بطاقة الائتمان.	سأحتاج إلى بطاقة ائتمان .
لو سمحت اديلي تقرير عن الحادث.	من فضلك أعطني تقريراً عن الحادث .
لا، شكرا بس الان.	لا ، أشكرك حالياً .
تمام، لو سمحت اجلس على الخط. السيد ناكاجيما، السيده سايتو سكلهم ما بيجاوبو على الاتصال؟ تشتيني اتصل لهم بعدين؟	حسنا ، ابق على الخط . سيد/ ناكاجيما ، الآنسة/ سايتو يبدو أنها لا ترد على المكالمة . هل تريدني أن أتصل عليها فترة أطول ؟
اين استلام الشنط حق رحله سبعه صفر ثلاثه؟	أين بيان أمتعة الرحلة سبعة صفر ثلاثة ؟
به حاجه غلط ب شنطتك.	شيء خطأ مع حقيبتك .
عيخرب ذيه؟	هل هذا سيفسد ؟
لا، شكرا. احسن لو ما ازيدش اشرب بعد الان.	لا ، شكراً . من الأفضل أن لا أشرب المزيد .
لو سمحت قل لي على بعض الشوارع المريحه للتسوق.	من فضلك أخبرني عن بعض الشوارع المناسبة للتسوق .
انا اقدر الموسيقى الكلاسيكيه تقدير عظيم.	لدي تقدير كبير للموسيقى الكلاسيكية .
تمام. ما اسم جهة الاتصال حقك وكم رقمها، لو سمحت.	حسنا . ما هو اسم شريكك ورقمه ، من فضلك .
عفوا. خليني اخرج، لو سمحت.	عذراً . دعني أخرج ، من فضلك .
ممكن تتصل بموظف بيتحاكى ياباني؟	هل يمكنك أن تستدعي موظفاً يتحدث اليابانية ؟
احنا ب نزور اقاربنا اكثر الاحيان.	نزور أقاربنا كثيراً إلى حد ما .
ميكي هاياكاوا. هذه غرفة سبعه صفر اثنين.	ميكي هاياكاوا . هذه غرفة سبعة صفر اثنين .
ما ينفعش يكون طويل. خمسطاعشر دقيقة بالكثير.	يجب أن لا تكون طويلة . خمسة عشر دقيقة في الأغلب .
ممكن تقل لي كم هي تكلفه الاتصال؟	هل يمكنك أن تخبرني بقيمة هذه المكالمة ؟
به جولة سياحية الصبح؟	هل توجد أية جولة صباحية ؟
انت بتصرف عملات اجنبيه؟	هل تغير عملات أجنبية ؟
من اين شا اقدر اشتري لفه فلم؟	أن يمكنني أن أشتري لفة من الفيلم ؟
معك يبره يابانيه؟	هل لديك بيرة يابانية ؟
اشتي اسجل شنطي.	أريد تسجيل أمتعتي .
عفوا.	مرحباً بك .
دقيقه، لو سمحت.	لحظة من فضلك .
من امس.	منذ أمس .
به تامين يشمل الصدمات والمسئولية القانونية.	تشمل تأمين ضد التصادم والدين .
معك اي بروشات بتصاميم حاليه؟	هل لديكم دبابيس زينة ذات تصميمات رائعة ؟
انا بين اتصل لك من كشك عام في ماسي.	إنني أتصل من كشك عمومي في ماسي .
كم قيمه الموقف بالساعه؟	كم أجر الانتظار في الساعة ؟
سيداتي وسادتي، في رحلتنا اليوم، معانا حضور يابانيين تقدرو تتعرفو عليهم بالاوسمه اللذي هم لابسين لها. اذا تعرفو احد يحتاج اي مساعده باللغه، لو سمحتو قولو لنا.	سيداتي سادتي ، لدينا على متن رحلتنا اليوم مضيفين يتحدثون اليابانية يمكن التعرف عليهم من خلال الشارة التي يلبسونه . إذا كنت تعرف أي شخص يريد مساعدة في الترجمة ، من فضلك دعنا نعرف .
هل به اي فتره فنيه محدده تفضلها؟	هل توجد أي حقبة معينة للفن تفضلها ؟
امشي طوالي على طول النهر حوالي نص ميل. انت عتوصل للحديقه.	سر في خط مستقيم على طول النهر حوالي نصف ميل . ستصل للمتنزه .
حاضر، شا ارسلهن لك ل لاس فيغاس.	حسناً ، سأرسلها لك إلى لاس فيجاس .
بين ادور على فنايل للجري.	أبحث عن قميص للجري .
تشتي اي شي تشربه من البار؟	هل تود شرب شيئاً من الحانة ؟
احسن لك سير بقطار ثمانيه وثلاثين.	من الأفضل أن تستقل قطار الثامنة والنصف .
الان هو موسم المحار، عيوقعين حاليات.	الآن موسم جمع المحار ، لذلك سيكونون في حالة جيدة .
شا اخرج حوالي الساعه تسع بالعشيه.	سأقوم بتسجيل الدخول في تمام الساعة الثامنة مساءاً تقريباً .
قدوة متاخر. ضروري اخطى.	الوقت يتأخر . يجب أن أرحل .
ماقد استخدمت خدمه الغسيل حقك. ممكن تبسره مره ثانيه؟	لم أستخدم خدمة الغسيل عندكم . أيمكنك التحقق مرة أخرى ؟
اشتي شاهي، لو سمحت.	أريد شاي من فضلك .
ماشي، مابش.	كلاً ، لا يوجد .
هذه اخر نقطه؟	هل هذه هي آخر محطة ؟
هيا نتصله.	لنتصل به .
ذيه البسباس فح؟	هل هذا المتبل حار ؟
من اين اقدر الاقي باص السياحه؟	أين يمكنني أن أستقل حافلة لمشاهدة المعالم ؟
ايوة، اشتي ابسر معالم المدينه.	أجل ، أريد مشاهدة معالم المدينة .
شكرا لكم على ضيافتكم.	شكراً على كرم ضيافتك .
الامانه احسن سيايه.	الأمانة هي السياسة المثلى .
تقدر تقومني الساعه ست، لو سمحت؟	هل لك أن توقظني في تمام السادسة من فضلك ؟
كم عتكلف ل نص يوم؟	كم السعر لنصف يوم ؟
انا كنجي.	أنا كينجي .
طيب، اذا انتو الاثنين اصريتو، شا اجي معاكم.	حسناً ، في حالة إصرار كليكما , سأذهب معكما .
صندوق الامانات، لو سمحت.	خزينة الودائع , من فضلك .
ضروري ادفع حق البترول؟	هل مطلوب منى دفع ثمن الغاز ؟
سارق. امسكه.	لص . أمسكوا به .
لو سمحت اديلي فكه.	من فضلك أعطني بعض النقود الفكة .
هي صغيره و حاليه.	إنها صغيرة الجسم وذكية .
مقلي، لو سمحت.	مقلي من فضلك .
بالمناسبة، انت فاضي السبت الجاي؟	على فكرة , هل أنت غير مشغول السبت القادم ؟
طيب، اذا، يمكن نوقع جمعه سابرين.	حسناً ، إذن , ربما سننسجم مع بعضنا .
عاملتني وكأن انا كنت شحات.	إنها عاملتني كما لو كنت متسولاُ .
بين ابسر. والكل، تقدر تساعدني بمشكله ثانيه؟	أفهم . هل يمكنك مساعدتي في هذا المشكلة الأخرى أيضاُ ؟
ممكن تطرح عدسات موصوفه طبيا ل هولا النظارات الشمسية؟	هل يمكنك وضع عدسات نظر في هذا النظارة الشمسية ؟
كلب حالي. ما فصيلته؟	يا لها من كلاب ذكية . من أي فصيلة ؟
نكعت الشوكه حقي. لو سمحت ادي واحده غيرها.	وقعت منى الشوكة . من فضلك أحضر واحدة أخرى .
كان ممتع.	كان هذا ممتعاً .
اكيد. اخطى طوالي ولف يمين عند الركن الثالث. عتلاقيه على يمينك.	بالتأكيد . سر في خط مستقيم ثم اتجه يميناُ عند الناصية الثالثة . ستجده على يمينك .
تعرف كاثي؟ هذه حفله عيدميلادها.	أتعرف كاثي ؟ إنه عيد ميلادها .
عندك تدرجات الالوان؟	هل لديك لوحة موضوع عليها الألوان ؟
لكن، هو، يا رجال، كيف اعرف انه هذا هو الصدق؟	لكن ، هو , يا رجل كيف أعرف أنه الشيء الحقيقة ؟
اقدر احصله بدون ضرايب؟	هل يمكنني شرائها معفاة من الضرائب ؟
مقدرش اطرح شنطي تحت الكرسي. تقدر تخليهن عندك، لو سمحت؟	لا يمكنني وضع الأمتعة تحت المقعد . هل لك أن تحتفظ بها لأجلي من فضلك ؟
ممكن تطرح لي الشنطه في شنطة السيارة؟	هل يمكن أن تضع حقيبة السفر هذه في صندوق السيارة .
انا شا اخرج الان، يعني شا اشله.	أنا خارج الآن . لذلك سآخذها .
اين هو الاصنصير؟	أين المصعد ؟
به احد يقدر يعزف بيانو؟	هل يوجد أحد يستطيع العزف على البيانو ؟
شكرا لك، بس اعتقد انه مابش وقت عسب اجلس ليلتين. ممكن تحجز لي غرفه مزدوجه في هذاك الفندق ل ليله اثناعشر مارس بس؟	شكراً . لكنني لا أعتقد أن عندي وقت للإقامة لمدة ليلتين . هل يمكنك حجز غرفة بسريرين لي في ذلك الفندق ليلة الثاني عشر من مارس فقط ؟
عادوة ماقد قررناش.	لم نقرر بعد .
صاحبي ادرب وعسف كاحله.	تعثر صديقي والتوي كاحله .
شا اجرب شويه شربات.	سأجرب بعضاً من الشراب المثلج .
به هانا مطعم تايلندي قريب؟	هل يوجد مطعم تايلاندي قريب من هنا ؟
